data,close,volume
2000/10/31,23.5,68147 
2000/11/1,23.26,51439 
2000/11/2,24.82,54745 
2000/11/3,26.26,71284 
2000/11/4,25.42,25697 
2000/11/6,26.14,70240 
2000/11/7,27.93,72522 
2000/11/8,28.05,68139 
2000/11/9,27.58,48324 
2000/11/10,27.34,50439 
2000/11/13,25.54,42172 
2000/11/14,25.54,30241 
2000/11/15,25.66,39833 
2000/11/16,23.98,42372 
2000/11/17,23.62,43157 
2000/11/18,22.54,25719 
2000/11/20,21.1,35504 
2000/11/21,22.54,40573 
2000/11/22,21.82,51108 
2000/11/23,21.34,26954 
2000/11/24,22.78,46019 
2000/11/27,22.66,31146 
2000/11/28,22.18,18504 
2000/11/29,21.7,21559 
2000/11/30,21.46,35249 
2000/12/1,21.94,29976 
2000/12/2,21.58,13255 
2000/12/4,21.1,13514 
2000/12/5,21.22,25771 
2000/12/6,21.34,33781 
2000/12/7,21.82,27656 
2000/12/8,21.58,22742 
2000/12/11,21.58,21335 
2000/12/12,22.18,41234 
2000/12/13,22.06,11266 
2000/12/14,21.7,13907 
2000/12/15,21.1,14337 
2000/12/16,20.98,8753 
2000/12/18,20.26,16548 
2000/12/19,20.14,27684 
2000/12/20,19.54,26833 
2000/12/21,18.94,20874 
2000/12/22,18.7,31969 
2000/12/26,18.22,14939 
2000/12/27,17.98,20502 
2000/12/28,19.18,35549 
2000/12/29,19.06,36369 
2000/12/30,18.82,13275 
2001/1/2,20.02,31479 
2001/1/3,19.3,31730 
2001/1/4,20.38,67142 
2001/1/5,21.7,57537 
2001/1/8,21.46,55457 
2001/1/9,22.3,44746 
2001/1/10,22.54,33171 
2001/1/11,22.18,36399 
2001/1/12,22.54,27240 
2001/1/15,22.66,25695 
2001/1/16,24.22,75013 
2001/1/17,24.22,64317 
2001/1/18,24.46,66857 
2001/1/29,23.26,46543 
2001/1/30,23.74,29953 
2001/1/31,25.3,64582 
2001/2/1,24.34,32894 
2001/2/2,24.1,45779 
2001/2/5,23.62,37765 
2001/2/6,23.5,33991 
2001/2/7,21.94,67955 
2001/2/8,21.7,27019 
2001/2/9,21.94,36982 
2001/2/12,22.06,18753 
2001/2/13,23.5,28428 
2001/2/14,22.54,22890 
2001/2/15,24.1,50011 
2001/2/16,23.5,40807 
2001/2/19,23.02,12328 
2001/2/20,23.02,12117 
2001/2/21,23.38,17962 
2001/2/22,22.42,25218 
2001/2/23,21.82,27379 
2001/2/26,21.34,25333 
2001/2/27,21.58,21852 
2001/3/1,20.14,51618 
2001/3/2,20.02,28280 
2001/3/5,20.26,24460 
2001/3/6,21.22,33996 
2001/3/7,22.06,41039 
2001/3/8,21.7,15516 
2001/3/9,21.1,15996 
2001/3/12,20.5,17285 
2001/3/13,20.86,29638 
2001/3/14,20.74,19723 
2001/3/15,21.1,19962 
2001/3/16,21.22,19380 
2001/3/19,20.86,9232 
2001/3/20,20.62,13747 
2001/3/21,20.38,14761 
2001/3/22,20.74,19354 
2001/3/23,21.7,65306 
2001/3/26,21.58,24844 
2001/3/27,21.46,30945 
2001/3/28,21.34,18319 
2001/3/29,21.1,13727 
2001/3/30,21.22,15072 
2001/4/2,20.38,15134 
2001/4/3,19.54,39334 
2001/4/4,19.06,30382 
2001/4/6,19.78,23851 
2001/4/9,19.18,14397 
2001/4/10,18.94,18465 
2001/4/11,19.9,18240 
2001/4/12,20.62,49501 
2001/4/13,20.38,17097 
2001/4/16,20.14,7672 
2001/4/17,20.02,10099 
2001/4/18,20.38,20833 
2001/4/19,21.7,83444 
2001/4/20,21.7,38894 
2001/4/23,21.58,13744 
2001/4/24,21.1,15351 
2001/4/25,20.74,12042 
2001/4/26,21.34,18108 
2001/4/27,20.86,12753 
2001/4/30,21.82,52338 
2001/5/2,23.02,99763 
2001/5/3,23.14,38569 
2001/5/4,22.3,22972 
2001/5/7,22.78,32850 
2001/5/8,22.66,28609 
2001/5/9,22.78,17574 
2001/5/10,22.18,18467 
2001/5/11,22.54,18304 
2001/5/14,22.18,11507 
2001/5/15,21.46,24417 
2001/5/16,21.1,17189 
2001/5/17,21.34,13667 
2001/5/18,21.7,27333 
2001/5/21,21.22,15341 
2001/5/22,21.58,18146 
2001/5/23,22.66,22366 
2001/5/24,22.54,16251 
2001/5/25,22.66,16594 
2001/5/28,22.3,7884 
2001/5/29,22.3,14452 
2001/5/30,21.58,14279 
2001/5/31,21.46,15592 
2001/6/1,21.34,11687 
2001/6/4,21.58,11051 
2001/6/5,21.82,8292 
2001/6/6,22.42,20906 
2001/6/7,22.3,17821 
2001/6/8,23.26,46786 
2001/6/11,23.74,20527 
2001/6/12,23.26,17746 
2001/6/13,22.54,16723 
2001/6/14,22.18,15717 
2001/6/15,22.42,9638 
2001/6/18,22.06,38122 
2001/6/19,21.7,25556 
2001/6/20,21.58,11940 
2001/6/21,20.62,29068 
2001/6/22,20.38,34403 
2001/6/26,20.97,54003 
2001/6/27,21.83,32470 
2001/6/28,21.14,26436 
2001/6/29,22,30245 
2001/7/2,23.03,35099 
2001/7/3,22.86,16971 
2001/7/4,22.51,15033 
2001/7/5,22.51,9018 
2001/7/6,21.65,22813 
2001/7/9,20.97,34991 
2001/7/10,21.14,27226 
2001/7/11,21.14,19212 
2001/7/12,21.83,25376 
2001/7/13,21.65,46903 
2001/7/16,21.65,29285 
2001/7/17,21.48,22065 
2001/7/18,21.31,22568 
2001/7/19,20.97,29483 
2001/7/20,20.79,27171 
2001/7/23,19.93,34934 
2001/7/24,19.76,29247 
2001/7/25,20.28,24208 
2001/7/26,20.79,29197 
2001/7/27,21.83,87777 
2001/7/31,22.68,57989 
2001/8/1,23.54,77404 
2001/8/2,24.23,55827 
2001/8/3,23.72,38817 
2001/8/6,23.37,26205 
2001/8/7,22.68,25683 
2001/8/8,23.2,19092 
2001/8/9,22.34,16385 
2001/8/10,23.54,28815 
2001/8/13,23.37,12791 
2001/8/14,23.72,17061 
2001/8/15,23.54,21107 
2001/8/16,23.37,12632 
2001/8/17,23.2,13542 
2001/8/20,22.68,30386 
2001/8/21,22.86,16012 
2001/8/22,21.31,73825 
2001/8/23,21.31,61698 
2001/8/24,20.79,52016 
2001/8/27,21.83,97158 
2001/8/28,21.65,54586 
2001/8/29,22.17,55721 
2001/8/30,21.65,28603 
2001/8/31,22,28087 
2001/9/3,22,21932 
2001/9/4,22.68,29308 
2001/9/5,22.51,25301 
2001/9/6,22,18072 
2001/9/7,21.65,23561 
2001/9/10,22,15961 
2001/9/11,21.65,16418 
2001/9/13,20.28,21823 
2001/9/14,19.08,55315 
2001/9/19,18.56,4384 
2001/9/20,18.04,2744 
2001/9/21,17.53,1466 
2001/9/24,16.33,55115 
2001/9/25,16.29,102011 
2001/9/26,16.67,77457 
2001/9/27,15.98,29503 
2001/9/28,16.05,60334 
2001/10/2,15.47,37730 
2001/10/3,15.16,28119 
2001/10/4,15.23,60349 
2001/10/5,16.09,50927 
2001/10/8,15.81,20759 
2001/10/9,16.91,48331 
2001/10/11,18.04,39672 
2001/10/12,18.9,82368 
2001/10/15,18.39,25785 
2001/10/16,19.08,23683 
2001/10/17,19.93,72746 
2001/10/18,20.45,48185 
2001/10/19,20.11,48975 
2001/10/22,19.93,30107 
2001/10/23,19.76,33446 
2001/10/24,21.14,74839 
2001/10/25,21.48,56278 
2001/10/26,21.65,35624 
2001/10/29,23.03,89805 
2001/10/30,21.48,58138 
2001/10/31,20.97,48995 
2001/11/1,20.97,38059 
2001/11/2,21.48,60477 
2001/11/5,22.34,40983 
2001/11/6,22.51,65063 
2001/11/7,23.03,35238 
2001/11/8,23.2,55039 
2001/11/9,23.37,51625 
2001/11/12,23.37,33769 
2001/11/13,23.2,17988 
2001/11/14,24.75,94035 
2001/11/15,25.61,71901 
2001/11/16,26.64,87080 
2001/11/19,27.32,55840 
2001/11/20,25.61,61105 
2001/11/21,25.95,64020 
2001/11/22,25.09,43928 
2001/11/23,25.26,38101 
2001/11/26,25.43,59653 
2001/11/27,25.95,117165 
2001/11/28,25.43,46211 
2001/11/29,25.09,44160 
2001/11/30,25.09,68113 
2001/12/3,26.64,53626 
2001/12/4,26.98,49445 
2001/12/5,28.7,115585 
2001/12/6,30.59,109188 
2001/12/7,30.42,66339 
2001/12/10,28.87,60696 
2001/12/11,29.39,53638 
2001/12/12,30.42,66427 
2001/12/13,28.87,59065 
2001/12/14,28.7,41267 
2001/12/17,27.84,35239 
2001/12/18,28.36,50808 
2001/12/19,29.39,53577 
2001/12/20,29.39,46441 
2001/12/21,27.5,103683 
2001/12/24,27.84,39099 
2001/12/25,28.7,31647 
2001/12/26,28.36,28483 
2001/12/27,28.18,41741 
2001/12/28,29.22,50962 
2001/12/31,30.07,79976 
2002/1/2,29.56,35537 
2002/1/3,29.39,41163 
2002/1/4,30.59,90626 
2002/1/7,31.79,80754 
2002/1/8,31.11,37406 
2002/1/9,31.45,40632 
2002/1/10,31.11,28875 
2002/1/11,30.07,39266 
2002/1/14,30.25,26780 
2002/1/15,30.07,20635 
2002/1/16,29.22,35413 
2002/1/17,29.04,41602 
2002/1/18,29.22,36224 
2002/1/21,31.11,60049 
2002/1/22,30.93,72395 
2002/1/23,30.42,67514 
2002/1/24,31.11,51190 
2002/1/25,31.62,73840 
2002/1/28,31.62,49638 
2002/1/29,30.59,33072 
2002/1/30,29.9,41246 
2002/1/31,30.07,66249 
2002/2/1,29.39,58389 
2002/2/4,29.56,27223 
2002/2/5,29.39,24328 
2002/2/6,29.73,39705 
2002/2/18,30.07,44642 
2002/2/19,29.39,28071 
2002/2/20,28.18,36392 
2002/2/21,28.36,30139 
2002/2/22,28.01,25489 
2002/2/25,27.84,18712 
2002/2/26,27.5,35841 
2002/2/27,28.18,41710 
2002/3/1,27.84,42670 
2002/3/4,29.73,54644 
2002/3/5,31.28,100668 
2002/3/6,32.48,100934 
2002/3/7,32.14,67607 
2002/3/8,31.45,47491 
2002/3/11,33.51,79812 
2002/3/12,32.65,45967 
2002/3/13,32.31,30989 
2002/3/14,31.96,34761 
2002/3/15,31.11,52508 
2002/3/18,31.45,21949 
2002/3/19,31.45,26238 
2002/3/20,33,50573 
2002/3/21,32.31,33546 
2002/3/22,32.65,32436 
2002/3/25,33,28145 
2002/3/26,32.48,19333 
2002/3/27,31.79,28045 
2002/3/28,32.65,37530 
2002/3/29,33.17,47421 
2002/4/1,32.82,16545 
2002/4/2,33,29761 
2002/4/3,32.65,28485 
2002/4/4,31.79,38106 
2002/4/8,31.45,34787 
2002/4/9,31.45,22013 
2002/4/10,31.11,43252 
2002/4/11,30.93,36815 
2002/4/12,31.62,38855 
2002/4/15,31.45,25323 
2002/4/16,31.79,18618 
2002/4/17,33,67280 
2002/4/18,32.82,24309 
2002/4/19,32.48,19092 
2002/4/22,31.96,18588 
2002/4/23,32.31,16445 
2002/4/24,32.65,22365 
2002/4/25,31.62,30369 
2002/4/26,31.62,29121 
2002/4/29,30.59,78662 
2002/4/30,30.07,42535 
2002/5/2,29.22,42327 
2002/5/3,29.22,33116 
2002/5/6,27.84,48492 
2002/5/7,28.18,34773 
2002/5/8,28.53,44418 
2002/5/9,29.22,42916 
2002/5/10,29.73,24451 
2002/5/13,29.22,15584 
2002/5/14,29.9,20539 
2002/5/15,30.93,44493 
2002/5/16,30.42,15613 
2002/5/17,30.76,22671 
2002/5/20,29.9,25149 
2002/5/21,29.73,20432 
2002/5/22,30.25,29865 
2002/5/23,29.9,25098 
2002/5/24,30.07,25023 
2002/5/27,29.73,10770 
2002/5/28,29.56,27627 
2002/5/29,29.39,25374 
2002/5/30,29.73,42152 
2002/5/31,29.39,36761 
2002/6/3,29.22,24011 
2002/6/4,28.01,50870 
2002/6/5,28.18,36481 
2002/6/6,27.67,47949 
2002/6/7,25.78,123809 
2002/6/10,25.78,54461 
2002/6/11,25.43,39052 
2002/6/12,24.75,38981 
2002/6/13,25.95,60118 
2002/6/14,25.95,19671 
2002/6/17,25.43,56965 
2002/6/18,25.95,51345 
2002/6/19,26.03,59922 
2002/6/20,26.03,39931 
2002/6/21,26.22,51803 
2002/6/24,26.03,34297 
2002/6/25,26.41,52524 
2002/6/26,25.27,45446 
2002/6/27,25.27,35620 
2002/6/28,25.84,36542 
2002/7/1,25.46,21541 
2002/7/2,25.08,23797 
2002/7/3,24.13,70555 
2002/7/4,24.51,38889 
2002/7/5,25.46,44150 
2002/7/8,26.98,87197 
2002/7/9,27.17,29698 
2002/7/10,26.6,37980 
2002/7/11,25.65,28587 
2002/7/12,26.98,52606 
2002/7/15,26.41,21080 
2002/7/16,26.22,27319 
2002/7/17,25.46,38609 
2002/7/18,24.51,86777 
2002/7/19,23.37,109940 
2002/7/22,22.99,54093 
2002/7/23,23.56,66587 
2002/7/24,22.23,67412 
2002/7/25,22.04,72533 
2002/7/26,20.52,35930 
2002/7/29,19.19,182749 
2002/7/30,19.76,122093 
2002/7/31,19.19,49261 
2002/8/1,19,43178 
2002/8/2,18.96,65621 
2002/8/5,17.67,70988 
2002/8/6,17.52,75657 
2002/8/7,18.73,66947 
2002/8/8,18.66,52777 
2002/8/9,19.38,44034 
2002/8/12,19.19,35892 
2002/8/13,19,17017 
2002/8/14,19.38,34865 
2002/8/15,20.14,72070 
2002/8/16,20.33,36244 
2002/8/19,20.33,31682 
2002/8/20,20.71,58198 
2002/8/21,20.14,37257 
2002/8/22,20.14,52231 
2002/8/23,20.52,53166 
2002/8/26,19.95,33452 
2002/8/27,19.38,31812 
2002/8/28,19,45408 
2002/8/29,19,31649 
2002/8/30,18.96,30171 
2002/9/2,18.51,22379 
2002/9/3,18.51,21596 
2002/9/4,18.2,38868 
2002/9/5,18.05,21736 
2002/9/9,18.43,33157 
2002/9/10,19.19,33707 
2002/9/11,19.19,27879 
2002/9/12,18.96,21965 
2002/9/13,18.28,26260 
2002/9/16,17.94,33449 
2002/9/17,18.62,41587 
2002/9/18,17.33,76836 
2002/9/19,17.33,49968 
2002/9/20,16.53,86160 
2002/9/23,16,51554 
2002/9/24,16.07,72042 
2002/9/25,15.96,53723 
2002/9/26,16.19,55825 
2002/9/27,15.96,41876 
2002/9/30,15.62,47310 
2002/10/1,15.24,52648 
2002/10/2,15.2,59103 
2002/10/3,14.33,67330 
2002/10/4,14.44,60890 
2002/10/7,13.68,53418 
2002/10/8,13.53,97275 
2002/10/9,13.68,120262 
2002/10/11,13.57,96789 
2002/10/14,14.44,97805 
2002/10/15,15.43,73297 
2002/10/16,16.49,137925 
2002/10/17,16.53,77783 
2002/10/18,17.67,131704 
2002/10/21,17.29,64124 
2002/10/22,16.53,93073 
2002/10/23,17.1,140974 
2002/10/24,17.1,84341 
2002/10/25,17.48,85577 
2002/10/28,17.71,89161 
2002/10/29,17.78,40198 
2002/10/30,17.29,50384 
2002/10/31,17.67,49141 
2002/11/1,17.1,38423 
2002/11/4,17.86,60126 
2002/11/5,18.13,84518 
2002/11/6,19.38,138850 
2002/11/7,19.57,103653 
2002/11/8,19.38,73309 
2002/11/11,18.13,62568 
2002/11/12,17.78,64845 
2002/11/13,17.78,49341 
2002/11/14,17.63,38987 
2002/11/15,18.39,71542 
2002/11/18,18.32,28891 
2002/11/19,18.09,31199 
2002/11/20,17.52,37873 
2002/11/21,17.82,58169 
2002/11/22,19,124919 
2002/11/25,19.76,100587 
2002/11/26,19.19,69514 
2002/11/27,19,34113 
2002/11/28,19.19,60412 
2002/11/29,19.19,28750 
2002/12/2,19.76,31979 
2002/12/3,20.33,85930 
2002/12/4,19.76,49914 
2002/12/5,19.95,32745 
2002/12/6,19.57,34728 
2002/12/9,19.76,34071 
2002/12/10,19,63424 
2002/12/11,19,58698 
2002/12/12,18.62,43260 
2002/12/13,18.51,41665 
2002/12/16,18.2,41012 
2002/12/17,18.16,29822 
2002/12/18,18.24,30447 
2002/12/19,17.44,74155 
2002/12/20,17.48,63660 
2002/12/23,16.91,39133 
2002/12/24,17.02,23745 
2002/12/25,16.99,10508 
2002/12/26,17.48,16227 
2002/12/27,17.29,18674 
2002/12/30,16.42,32167 
2002/12/31,16.19,19137 
2003/1/2,16.15,20354 
2003/1/3,17.02,35762 
2003/1/6,17.02,33415 
2003/1/7,17.25,41964 
2003/1/8,17.67,45846 
2003/1/9,17.48,33292 
2003/1/10,17.94,38801 
2003/1/13,19.19,93367 
2003/1/14,19.19,65562 
2003/1/15,19.19,59135 
2003/1/16,18.47,40224 
2003/1/17,18.54,53183 
2003/1/20,18.2,42925 
2003/1/21,18.09,37596 
2003/1/22,18.16,26805 
2003/1/23,19.19,68013 
2003/1/24,18.77,51896 
2003/1/27,18.58,35022 
2003/1/28,18.13,50710 
2003/2/6,16.87,53265 
2003/2/7,15.96,106407 
2003/2/10,15.47,58773 
2003/2/11,15.77,40025 
2003/2/12,15.35,49005 
2003/2/13,15.28,39757 
2003/2/14,15.58,48911 
2003/2/17,16.64,52498 
2003/2/18,16.3,28993 
2003/2/19,16.34,47043 
2003/2/20,16.76,48316 
2003/2/21,17.06,63293 
2003/2/24,17.21,33162 
2003/2/25,16.34,43433 
2003/2/26,16.26,33067 
2003/2/27,15.96,31212 
2003/3/3,16.72,32787 
2003/3/4,16.49,21880 
2003/3/5,15.81,41455 
2003/3/6,15.73,26241 
2003/3/7,15.81,33000 
2003/3/10,16.19,36707 
2003/3/11,16.15,31436 
2003/3/12,16.34,21769 
2003/3/13,16.76,46578 
2003/3/14,17.29,102607 
2003/3/17,16.72,41041 
2003/3/18,17.86,96149 
2003/3/19,18.2,85269 
2003/3/20,18.47,97633 
2003/3/21,18.43,37840 
2003/3/24,18.43,38606 
2003/3/25,17.71,44257 
2003/3/26,17.86,45403 
2003/3/27,17.06,103668 
2003/3/28,16.87,56729 
2003/3/31,16.07,52742 
2003/4/1,16.04,57907 
2003/4/2,16.26,30968 
2003/4/3,16.68,56514 
2003/4/4,17.18,51124 
2003/4/7,17.56,54315 
2003/4/8,17.37,43103 
2003/4/9,17.02,33243 
2003/4/10,16.91,33523 
2003/4/11,17.02,16689 
2003/4/14,16.57,26475 
2003/4/15,16.99,27461 
2003/4/16,17.82,88094 
2003/4/17,17.4,57076 
2003/4/18,18.05,74377 
2003/4/21,18.35,37849 
2003/4/22,17.86,54548 
2003/4/23,18.35,86013 
2003/4/24,17.97,66853 
2003/4/25,17.29,57626 
2003/4/28,16.72,67093 
2003/4/29,17.14,80862 
2003/4/30,18.16,162682 
2003/5/2,18.35,56920 
2003/5/5,18.43,62005 
2003/5/6,18.16,48280 
2003/5/7,18.13,41494 
2003/5/8,17.75,28918 
2003/5/9,18.05,32234 
2003/5/12,18.35,52580 
2003/5/13,18.7,53340 
2003/5/14,18.7,41686 
2003/5/15,18.81,33621 
2003/5/16,18.54,45599 
2003/5/19,18.58,33331 
2003/5/20,18.24,31282 
2003/5/21,18.24,49106 
2003/5/22,18.24,47181 
2003/5/23,18.66,52649 
2003/5/26,18.92,35730 
2003/5/27,18.73,31900 
2003/5/28,19.19,75902 
2003/5/29,19.76,95569 
2003/5/30,20.33,102157 
2003/6/2,21.47,96633 
2003/6/3,21.28,52636 
2003/6/5,21.85,92066 
2003/6/6,22.23,58784 
2003/6/9,22.42,75709 
2003/6/10,21.85,36168 
2003/6/11,21.47,41373 
2003/6/12,22.23,92826 
2003/6/13,21.66,45540 
2003/6/16,21.28,35227 
2003/6/17,22.04,68669 
2003/6/18,22.42,57281 
2003/6/19,22.42,43742 
2003/6/20,22.23,32645 
2003/6/23,21.85,27185 
2003/6/24,21.66,37879 
2003/6/25,21.66,36186 
2003/6/26,21.66,21873 
2003/6/27,21.66,31594 
2003/6/30,21.66,19321 
2003/7/1,22.23,41165 
2003/7/2,22.8,38982 
2003/7/3,23.18,58224 
2003/7/4,23.56,51926 
2003/7/7,25.2,68705 
2003/7/8,25.61,73025 
2003/7/9,24.99,51434 
2003/7/10,23.75,44273 
2003/7/11,23.75,41142 
2003/7/14,24.58,48539 
2003/7/15,24.58,31917 
2003/7/16,24.58,27604 
2003/7/17,23.96,41637 
2003/7/18,23.96,36626 
2003/7/21,23.54,24943 
2003/7/22,23.34,40855 
2003/7/23,23.75,46552 
2003/7/24,24.16,58571 
2003/7/25,23.54,42928 
2003/7/28,23.96,28957 
2003/7/29,23.54,20204 
2003/7/30,23.54,39402 
2003/7/31,24.37,83830 
2003/8/1,24.78,68315 
2003/8/4,24.78,37957 
2003/8/5,24.16,42666 
2003/8/6,24.16,24210 
2003/8/7,24.78,38476 
2003/8/8,23.96,33655 
2003/8/11,23.54,37285 
2003/8/12,23.54,20723 
2003/8/13,24.37,43184 
2003/8/14,24.58,55354 
2003/8/15,25.2,50855 
2003/8/18,25.4,47233 
2003/8/19,25.81,79491 
2003/8/20,26.02,34041 
2003/8/21,26.43,43689 
2003/8/22,26.43,35608 
2003/8/25,26.64,40520 
2003/8/26,26.02,34407 
2003/8/27,26.43,50915 
2003/8/28,27.05,81435 
2003/8/29,27.67,59175 
2003/9/1,27.88,31141 
2003/9/2,27.67,27359 
2003/9/3,27.47,24821 
2003/9/4,27.26,25745 
2003/9/5,28.09,34545 
2003/9/8,29.33,54054 
2003/9/9,29.12,55345 
2003/9/10,28.71,44412 
2003/9/12,28.09,38692 
2003/9/15,27.67,32403 
2003/9/16,28.29,45552 
2003/9/17,29.53,78533 
2003/9/18,29.12,36899 
2003/9/19,28.5,29458 
2003/9/22,27.88,32394 
2003/9/23,28.09,29858 
2003/9/24,28.09,28960 
2003/9/25,27.47,33338 
2003/9/26,27.26,36234 
2003/9/29,27.47,32490 
2003/9/30,27.47,18663 
2003/10/1,27.47,18122 
2003/10/2,28.29,29325 
2003/10/3,28.91,38711 
2003/10/6,29.33,46655 
2003/10/7,28.91,41417 
2003/10/8,28.71,31031 
2003/10/9,28.5,34134 
2003/10/13,28.91,41540 
2003/10/14,28.29,41882 
2003/10/15,28.09,39004 
2003/10/16,28.71,31866 
2003/10/17,28.09,20934 
2003/10/20,28.09,39272 
2003/10/21,27.67,91788 
2003/10/22,27.26,34590 
2003/10/23,26.64,43657 
2003/10/24,26.64,37197 
2003/10/27,27.05,20529 
2003/10/28,28.09,50201 
2003/10/29,28.71,63433 
2003/10/30,28.71,34339 
2003/10/31,27.67,26442 
2003/11/3,27.67,23711 
2003/11/4,28.29,28996 
2003/11/5,28.71,36211 
2003/11/6,28.5,46122 
2003/11/7,28.5,27461 
2003/11/10,28.09,27122 
2003/11/11,27.26,77341 
2003/11/12,27.47,54509 
2003/11/13,27.88,25478 
2003/11/14,27.88,22395 
2003/11/17,27.47,24971 
2003/11/18,27.67,33040 
2003/11/19,27.26,25690 
2003/11/20,27.05,41680 
2003/11/21,26.85,47819 
2003/11/24,26.43,24311 
2003/11/25,27.05,23253 
2003/11/26,26.85,22629 
2003/11/27,26.02,39357 
2003/11/28,26.23,24504 
2003/12/1,26.43,20555 
2003/12/2,27.26,33120 
2003/12/3,27.47,28203 
2003/12/4,27.67,28077 
2003/12/5,26.85,28624 
2003/12/8,26.23,27661 
2003/12/9,26.64,28134 
2003/12/10,25.61,100970 
2003/12/11,25.81,61954 
2003/12/12,25.61,42932 
2003/12/15,26.02,32752 
2003/12/16,25.2,45888 
2003/12/17,24.58,77187 
2003/12/18,24.78,38968 
2003/12/19,24.78,28330 
2003/12/22,25.4,35596 
2003/12/23,25.61,26204 
2003/12/24,25.4,18574 
2003/12/25,25.61,5296 
2003/12/26,25.61,10799 
2003/12/29,25.61,15688 
2003/12/30,26.02,68086 
2003/12/31,26.23,14588 
2004/1/2,27.05,55164 
2004/1/5,27.26,29584 
2004/1/6,27.26,31033 
2004/1/7,27.05,42420 
2004/1/8,27.05,26177 
2004/1/9,27.88,53203 
2004/1/12,27.88,23775 
2004/1/13,27.88,22813 
2004/1/14,27.67,29111 
2004/1/15,27.67,31853 
2004/1/16,27.47,23813 
2004/1/27,28.29,59837 
2004/1/28,27.88,30318 
2004/1/29,27.47,63814 
2004/1/30,27.26,38863 
2004/2/2,26.85,23227 
2004/2/3,26.23,57391 
2004/2/4,25.81,32645 
2004/2/5,25.81,35313 
2004/2/6,26.02,25554 
2004/2/9,26.85,34121 
2004/2/10,26.43,26833 
2004/2/11,26.43,18589 
2004/2/12,26.64,48648 
2004/2/13,26.43,28300 
2004/2/16,25.81,43881 
2004/2/17,25.81,31506 
2004/2/18,26.02,49333 
2004/2/19,26.23,43716 
2004/2/20,26.23,52626 
2004/2/23,25.81,47834 
2004/2/24,25.4,41912 
2004/2/25,25.4,40958 
2004/2/26,26.23,43758 
2004/2/27,26.23,36981 
2004/3/1,26.64,51922 
2004/3/2,27.67,99499 
2004/3/3,27.26,57895 
2004/3/4,27.67,74938 
2004/3/5,27.67,85571 
2004/3/8,27.26,40894 
2004/3/9,27.05,36685 
2004/3/10,26.02,87607 
2004/3/11,26.23,49805 
2004/3/12,25.61,83702 
2004/3/15,25.2,44373 
2004/3/16,24.99,62170 
2004/3/17,24.99,65710 
2004/3/18,25.61,112049 
2004/3/19,26.02,36937 
2004/3/22,24.37,10805 
2004/3/23,22.72,248568 
2004/3/24,23.96,140894 
2004/3/25,23.96,73067 
2004/3/26,24.16,47082 
2004/3/29,25.4,46397 
2004/3/30,24.78,43252 
2004/3/31,24.78,33573 
2004/4/1,24.58,37887 
2004/4/2,24.58,33976 
2004/4/5,25.61,59968 
2004/4/6,25.61,47067 
2004/4/7,25.4,15852 
2004/4/8,25.2,28086 
2004/4/9,24.78,18475 
2004/4/12,25.2,30547 
2004/4/13,24.99,29976 
2004/4/14,26.02,63266 
2004/4/15,25.2,42203 
2004/4/16,25.2,60403 
2004/4/19,24.58,50154 
2004/4/20,25.2,38040 
2004/4/21,25.4,42593 
2004/4/22,25.61,124124 
2004/4/23,26.43,90835 
2004/4/26,26.23,55124 
2004/4/27,26.23,45437 
2004/4/28,25.61,31146 
2004/4/29,24.99,85575 
2004/4/30,23.75,86620 
2004/5/3,23.96,33093 
2004/5/4,24.37,29516 
2004/5/5,22.72,73759 
2004/5/6,22.92,78663 
2004/5/7,23.54,58535 
2004/5/10,22.72,54300 
2004/5/11,23.75,49403 
2004/5/12,23.75,48572 
2004/5/13,23.54,48909 
2004/5/14,22.72,57847 
2004/5/17,21.27,63409 
2004/5/18,21.48,41932 
2004/5/19,22.92,59652 
2004/5/20,22.72,66591 
2004/5/21,22.72,54153 
2004/5/24,22.3,28355 
2004/5/25,22.51,28777 
2004/5/26,23.13,44896 
2004/5/27,23.54,35343 
2004/5/28,23.96,51381 
2004/5/31,23.13,24319 
2004/6/1,23.34,22207 
2004/6/2,22.92,37065 
2004/6/3,21.89,51705 
2004/6/4,21.89,43150 
2004/6/7,22.72,31778 
2004/6/8,23.34,38469 
2004/6/9,22.72,27923 
2004/6/10,21.89,44848 
2004/6/11,20.86,79256 
2004/6/14,20.84,94965 
2004/6/15,20.7,82159 
2004/6/16,20.94,70448 
2004/6/17,21.33,86736 
2004/6/18,20.6,58955 
2004/6/21,20.94,42736 
2004/6/23,22,91895 
2004/6/24,22.05,39177 
2004/6/25,22.24,29594 
2004/6/28,22.1,28623 
2004/6/29,22.19,26806 
2004/6/30,23.3,70838 
2004/7/1,23.3,33761 
2004/7/2,22.24,59276 
2004/7/5,21.57,30249 
2004/7/6,22.14,21249 
2004/7/7,21.52,42814 
2004/7/8,21.66,36064 
2004/7/9,22.14,34960 
2004/7/12,21.57,42606 
2004/7/13,21.28,40906 
2004/7/14,21.28,36234 
2004/7/15,20.7,78085 
2004/7/16,20.46,52659 
2004/7/19,20.31,41091 
2004/7/20,19.98,55389 
2004/7/21,20.89,64939 
2004/7/22,20.84,72994 
2004/7/23,20.6,33474 
2004/7/26,19.69,63483 
2004/7/27,20.07,58756 
2004/7/28,20.07,55667 
2004/7/29,19.74,47869 
2004/7/30,20.65,94794 
2004/8/2,20.6,44068 
2004/8/3,21.18,60078 
