date,price
2014/11/24,104.436996
2014/11/25,104.329002
2014/11/26,105.303001
2014/11/27,105.086998
2014/11/28,104.977997
2014/12/1,103.139
2014/12/2,100.324997
2014/12/3,102.273003
2014/12/4,103.139
2014/12/5,100.865997
2014/12/8,99.4589
2014/12/9,97.402603
2014/12/10,96.969704
2014/12/11,97.294403
2014/12/12,96.969704
2014/12/15,94.913399
2014/12/16,93.073601
2014/12/17,91.233803
2014/12/18,91.774902
2014/12/19,92.640701
2014/12/22,95.238098
2014/12/23,94.480499
2014/12/24,95.021698
2014/12/25,95.021698
2014/12/26,95.238098
2014/12/29,95.021698
2014/12/30,95.021698
2014/12/31,95.129898
2015/1/5,94.372299
2015/1/6,91.450203
2015/1/7,92.207802
2015/1/8,94.0476
2015/1/9,93.6147
2015/1/12,92.748901
2015/1/13,93.3983
2015/1/14,92.316002
2015/1/15,91.774902
2015/1/16,91.017303
2015/1/19,90.584396
2015/1/20,91.666702
2015/1/21,92.316002
2015/1/22,92.532501
2015/1/23,95.021698
2015/1/26,96.103897
2015/1/27,96.103897
2015/1/28,95.129898
2015/1/29,93.8312
2015/1/30,93.8312
2015/2/2,93.6147
2015/2/3,94.588699
2015/2/4,94.696999
2015/2/5,94.480499
2015/2/6,94.480499
2015/2/9,94.1558
2015/2/10,92.532501
2015/2/11,91.774902
2015/2/12,93.290001
2015/2/13,92.857101
2015/2/24,92.857101
2015/2/25,93.3983
2015/2/26,94.264099
2015/3/2,94.264099
2015/3/3,93.3983
2015/3/4,95.562798
2015/3/5,95.779198
2015/3/6,96.103897
2015/3/9,95.021698
2015/3/10,94.264099
2015/3/11,94.480499
2015/3/12,94.264099
2015/3/13,95.238098
2015/3/16,94.480499
2015/3/17,94.480499
2015/3/18,95.129898
2015/3/19,98.593102
2015/3/20,100.649002
2015/3/23,101.190002
2015/3/24,100.973999
2015/3/25,102.164001
2015/3/26,102.164001
2015/3/27,100.649002
2015/3/30,101.732002
2015/3/31,99.134201
2015/4/1,99.242401
2015/4/2,100.865997
2015/4/7,101.299004
2015/4/8,101.406998
2015/4/9,100.649002
2015/4/10,100.758003
2015/4/13,100.541
2015/4/14,101.514999
